text_name,errors,
exam2014/AAl_11_1.txt,1,
exam2014/AAl_11_2.txt,1,
exam2014/AAl_13_1.txt,1,
exam2014/AAl_15_1.txt,1,
exam2014/AAl_16_1.txt,1,
exam2014/AAl_17_2.txt,1,
exam2014/AAl_20_2.txt,1,
exam2014/AAl_22_1.txt,1,
exam2014/AAl_25_1.txt,1,
exam2014/AAl_26_2.txt,1,
exam2014/AAl_29_1.txt,1,
exam2014/AAl_2_1.txt,1,
exam2014/AAl_2_2.txt,1,
exam2014/AAl_30_1.txt,1,
exam2014/AAl_32_2.txt,1,
exam2014/AAl_35_1.txt,1,
exam2014/AAl_37_2.txt,1,
exam2014/AAl_3_1.txt,1,
exam2014/ADe_11_1.txt,1,
exam2014/ADe_11_2.txt,1,
exam2014/ADe_16_1.txt,1,
exam2014/ADe_19_1.txt,1,
exam2014/ADe_1_1.txt,1,
exam2014/ADe_7_1.txt,1,
exam2014/ADe_8_1.txt,1,
exam2014/AEr_4_1.txt,1,
exam2014/AEr_5_1.txt,1,
exam2014/AEr_9_1.txt,1,
exam2014/AMe_13_2.txt,1,
exam2014/AMe_14_2.txt,1,
exam2014/AMe_15_2.txt,1,
exam2014/AMe_17_1.txt,1,
exam2014/AMe_17_2.txt,1,
exam2014/AMe_1_2.txt,1,
exam2014/AMe_20_2.txt,1,
exam2014/AMe_2_1.txt,1,
exam2014/ASt_10_1.txt,1,
exam2014/ASt_1_1.txt,1,
exam2014/ASt_22_2.txt,1,
exam2014/ASt_28_2.txt,1,
exam2014/ASt_42_1.txt,1,
exam2014/DAr_13_2.txt,1,
exam2014/DAr_16_2.txt,1,
exam2014/DAr_1_1.txt,1,
exam2014/DAr_26_2.txt,1,
exam2014/DAr_27_2.txt,1,
exam2014/DAr_28_1.txt,1,
exam2014/DAr_28_2.txt,1,
exam2014/DAr_29_2.txt,1,
exam2014/DAr_2_1.txt,1,
exam2014/DAr_31_1.txt,1,
exam2014/DAr_35_1.txt,1,
exam2014/DAr_35_2.txt,1,
exam2014/DAr_37_1.txt,1,
exam2014/DAr_38_2.txt,1,
exam2014/DAr_39_2.txt,1,
exam2014/DAr_42_1.txt,1,
exam2014/DAr_42_2.txt,1,
exam2014/DAr_7_2.txt,1,
exam2014/DAr_8_2.txt,1,
exam2014/DZu_10_2.txt,1,
exam2014/DZu_12_2.txt,1,
exam2014/DZu_13_1.txt,1,
exam2014/DZu_15_1.txt,1,
exam2014/DZu_15_2.txt,1,
exam2014/DZu_16_2.txt,1,
